产品名称,匹配关键字,分值
中国-澳门商标注册,澳门,0.1
中国-澳门商标注册,中国-澳门商标注册,1.0
中国-澳门商标注册,注册,0.1
中国-贵州公司国家核名,国家,0.1
中国-贵州公司国家核名,中国-贵州公司国家核名,1.0
中国-贵州公司国家核名,中国,0.1
中国-贵州公司国家核名,公司,0.1
中国-贵州公司国家核名,贵州,0.1
中国-香港专利其他服务费,香港,0.1
中国-香港专利其他服务费,中国,0.1
中国-香港专利其他服务费,中国-香港专利其他服务费,1.0
中国-香港专利其他服务费,服务费,0.1
中国-香港专利其他服务费,服务,0.1
中国-香港专利其他服务费,专利,0.1
中国-香港专利转让,转让,0.1
中国-香港专利转让,香港,0.1
中国-香港专利转让,中国-香港专利转让,1.0
中国-香港专利转让,中国,0.1
中国-香港专利转让,专利,0.1
中国-香港个人公认证,香港,0.1
中国-香港个人公认证,公认,0.1
中国-香港个人公认证,个人,0.1
中国-香港个人公认证,中国,0.1
中国-香港个人公认证,公认证,0.1
中国-香港个人公认证,认证,0.1
中国-香港个人公认证,中国-香港个人公认证,1.0
中国-香港公司做账审计,审计,0.1
中国-香港公司做账审计,香港,0.1
中国-香港公司做账审计,中国-香港公司做账审计,1.0
中国-香港公司做账审计,中国,0.1
中国-香港公司做账审计,公司,0.1
中国-香港公司做账审计,做账,0.1
中国-香港公司公认证,香港,0.1
中国-香港公司公认证,公认,0.1
中国-香港公司公认证,中国,0.1
中国-香港公司公认证,公认证,0.1
中国-香港公司公认证,公司,0.1
中国-香港公司公认证,中国-香港公司公认证,1.0
中国-香港公司公认证,认证,0.1
中国-香港公司年审,香港,0.1
中国-香港公司年审,年审,0.1
中国-香港公司年审,中国,0.1
中国-香港公司年审,中国-香港公司年审,1.0
中国-香港公司年审,公司,0.1
中国-香港商标注册,香港,0.1
中国-香港商标注册,中国-香港商标注册,1.0
中国-香港商标注册,港商,0.1
中国-香港商标注册,商标注册,0.1
中国-香港商标注册,商标,0.1
中国-香港商标注册,中国,0.1
中国-香港商标注册,注册,0.1
中国-香港商标注册,香港商标,0.1
中国APEC商务旅行卡申请,商务,0.1
中国APEC商务旅行卡申请,中国APEC商务旅行卡申请,1.0
中国APEC商务旅行卡申请,商务旅行,0.1
中国APEC商务旅行卡申请,申请,0.1
中国APEC商务旅行卡申请,中国,0.1
中国APEC商务旅行卡申请,APEC,0.1
中国APEC商务旅行卡申请,旅行,0.1
中国ICP经营许可证年检,ICP,0.1
中国ICP经营许可证年检,许可,0.1
中国ICP经营许可证年检,中国,0.1
中国ICP经营许可证年检,中国ICP经营许可证年检,1.0
中国ICP经营许可证年检,经营,0.1
中国ICP经营许可证年检,年检,0.1
中国ICP经营许可证年检,许可证,0.1
中国ICP经营许可证网站搭建服务,ICP,0.1
中国ICP经营许可证网站搭建服务,许可,0.1
中国ICP经营许可证网站搭建服务,中国,0.1
中国ICP经营许可证网站搭建服务,网站,0.1
中国ICP经营许可证网站搭建服务,经营,0.1
中国ICP经营许可证网站搭建服务,搭建,0.1
中国ICP经营许可证网站搭建服务,许可证,0.1
中国ICP经营许可证网站搭建服务,服务,0.1
中国ICP经营许可证网站搭建服务,中国ICP经营许可证网站搭建服务,1.0
中国专利CAD图制作,中国专利CAD图制作,1.0
中国专利CAD图制作,中国专利,0.1
中国专利CAD图制作,中国,0.1
中国专利CAD图制作,CAD,0.1
中国专利CAD图制作,制作,0.1
中国专利CAD图制作,专利,0.1
中国专利专利权评价报告,专利权,0.1
中国专利专利权评价报告,中国专利,0.1
中国专利专利权评价报告,评价,0.1
中国专利专利权评价报告,利权,0.1
中国专利专利权评价报告,中国专利专利权评价报告,1.0
中国专利专利权评价报告,中国,0.1
中国专利专利权评价报告,专利,0.1
中国专利专利权评价报告,报告,0.1
中国专利买卖,买卖,0.1
中国专利买卖,中国专利,0.1
中国专利买卖,中国,0.1
中国专利买卖,中国专利买卖,1.1
中国专利买卖,专利,0.1
中国专利代理人咨询,中国专利,0.1
中国专利代理人咨询,中国专利代理人咨询,1.0
中国专利代理人咨询,代理人,0.1
中国专利代理人咨询,中国,0.1
中国专利代理人咨询,代理,0.1
中国专利代理人咨询,专利,0.1
中国专利代理人咨询,咨询,0.1
中国专利优先审查,中国专利,0.1
中国专利优先审查,中国专利优先审查,1.0
中国专利优先审查,审查,0.1
中国专利优先审查,中国,0.1
中国专利优先审查,优先,0.1
中国专利优先审查,专利,0.1
中国专利侵权分析报告,中国专利,0.1
中国专利侵权分析报告,分析报告,0.1
中国专利侵权分析报告,分析,0.1
中国专利侵权分析报告,中国,0.1
中国专利侵权分析报告,侵权,0.1
中国专利侵权分析报告,中国专利侵权分析报告,1.0
中国专利侵权分析报告,专利,0.1
中国专利侵权分析报告,报告,0.1
中国专利分析,中国专利,0.1
中国专利分析,分析,0.1
中国专利分析,中国,0.1
中国专利分析,中国专利分析,1.0
中国专利分析,专利,0.1
中国专利发明专利,中国专利,0.1
中国专利发明专利,专利发明,0.1
中国专利发明专利,中国,0.1
中国专利发明专利,发明专利,0.1
中国专利发明专利,发明,0.1
中国专利发明专利,专利,0.1
中国专利发明专利,中国专利发明专利,1.0
中国专利发明专利年费代缴,中国专利,0.1
中国专利发明专利年费代缴,专利发明,0.1
中国专利发明专利年费代缴,中国,0.1
中国专利发明专利年费代缴,代缴,0.1
中国专利发明专利年费代缴,发明专利,0.1
中国专利发明专利年费代缴,发明,0.1
中国专利发明专利年费代缴,专利,0.1
中国专利发明专利年费代缴,中国专利发明专利,0.1
中国专利发明专利年费代缴,中国专利发明专利年费代缴,1.0
中国专利变更,中国专利,0.1
中国专利变更,变更,0.1
中国专利变更,中国,0.1
中国专利变更,专利,0.1
中国专利变更,中国专利变更,1.0
中国专利外观专利,中国专利,0.1
中国专利外观专利,中国,0.1
中国专利外观专利,外观,0.1
中国专利外观专利,专利,0.1
中国专利外观专利,中国专利外观专利,1.0
中国专利外观专利代缴年费,中国专利,0.1
中国专利外观专利代缴年费,中国,0.1
中国专利外观专利代缴年费,代缴,0.1
中国专利外观专利代缴年费,外观,0.1
中国专利外观专利代缴年费,中国专利外观专利代缴年费,1.0
中国专利外观专利代缴年费,专利,0.1
中国专利外观专利代缴年费,中国专利外观专利,0.1
中国专利实用新型专利,中国专利,0.1
中国专利实用新型专利,实用,0.1
中国专利实用新型专利,新型,0.1
中国专利实用新型专利,中国,0.1
中国专利实用新型专利,实用新型,0.1
中国专利实用新型专利,中国专利实用新型专利,1.0
中国专利实用新型专利,专利,0.1
中国专利实用新型专利代缴年费,中国专利,0.1
中国专利实用新型专利代缴年费,实用,0.1
中国专利实用新型专利代缴年费,中国专利实用新型专利代缴年费,1.0
中国专利实用新型专利代缴年费,中国,0.1
中国专利实用新型专利代缴年费,实用新型,0.1
中国专利实用新型专利代缴年费,新型,0.1
中国专利实用新型专利代缴年费,代缴,0.1
中国专利实用新型专利代缴年费,中国专利实用新型专利,0.1
中国专利实用新型专利代缴年费,专利,0.1
中国专利实用新型专利其他服务费,中国专利实用新型专利其他服务费,1.0
中国专利实用新型专利其他服务费,中国专利,0.1
中国专利实用新型专利其他服务费,实用,0.1
中国专利实用新型专利其他服务费,新型,0.1
中国专利实用新型专利其他服务费,中国,0.1
中国专利实用新型专利其他服务费,实用新型,0.1
中国专利实用新型专利其他服务费,服务费,0.1
中国专利实用新型专利其他服务费,服务,0.1
中国专利实用新型专利其他服务费,中国专利实用新型专利,0.1
中国专利实用新型专利其他服务费,专利,0.1
中国专利恢复权利请求,中国专利,0.1
中国专利恢复权利请求,恢复,0.1
中国专利恢复权利请求,中国,0.1
中国专利恢复权利请求,权利,0.1
中国专利恢复权利请求,请求,0.1
中国专利恢复权利请求,复权,0.1
中国专利恢复权利请求,中国专利恢复权利请求,1.0
中国专利恢复权利请求,专利,0.1
中国专利撤回,撤回,0.1
中国专利撤回,中国专利,0.1
中国专利撤回,中国,0.1
中国专利撤回,中国专利撤回,1.0
中国专利撤回,专利,0.1
中国专利无效,中国专利,0.1
中国专利无效,无效,0.1
中国专利无效,中国,0.1
中国专利无效,专利,0.1
中国专利无效,中国专利无效,1.0
中国专利检索,检索,0.1
中国专利检索,中国专利,0.1
中国专利检索,中国,0.1
中国专利检索,中国专利检索,1.0
中国专利检索,专利,0.1
中国专利海关备案,中国专利,0.1
中国专利海关备案,海关,0.1
中国专利海关备案,中国,0.1
中国专利海关备案,中国专利海关备案,1.0
中国专利海关备案,备案,0.1
中国专利海关备案,专利,0.1
中国专利申请其他服务费,中国专利,0.1
中国专利申请其他服务费,申请,0.1
中国专利申请其他服务费,中国,0.1
中国专利申请其他服务费,中国专利申请其他服务费,1.0
中国专利申请其他服务费,服务费,0.1
中国专利申请其他服务费,服务,0.1
中国专利申请其他服务费,专利申请,0.1
中国专利申请其他服务费,专利,0.1
中国专利登记薄副本申请,登记,0.1
中国专利登记薄副本申请,中国专利,0.1
中国专利登记薄副本申请,登记薄,0.1
中国专利登记薄副本申请,副本,0.1
中国专利登记薄副本申请,申请,0.1
中国专利登记薄副本申请,中国,0.1
中国专利登记薄副本申请,中国专利登记薄副本申请,1.0
中国专利登记薄副本申请,专利,0.1
中国专利监控,中国专利监控,1.0
中国专利监控,中国专利,0.1
中国专利监控,监控,0.1
中国专利监控,中国,0.1
中国专利监控,专利,0.1
中国专利竞争对手专利分析,中国专利,0.1
中国专利竞争对手专利分析,分析,0.1
中国专利竞争对手专利分析,中国,0.1
中国专利竞争对手专利分析,中国专利竞争对手专利分析,1.0
中国专利竞争对手专利分析,竞争,0.1
中国专利竞争对手专利分析,对手,0.1
中国专利竞争对手专利分析,专利,0.1
中国专利竞争对手专利分析,竞争对手,0.1
中国专利答复审查意见,意见,0.1
中国专利答复审查意见,中国专利,0.1
中国专利答复审查意见,审查,0.1
中国专利答复审查意见,中国,0.1
中国专利答复审查意见,复审,0.1
中国专利答复审查意见,中国专利答复审查意见,1.0
中国专利答复审查意见,答复,0.1
中国专利答复审查意见,专利,0.1
中国专利系统账户服务,系统,0.1
中国专利系统账户服务,中国专利,0.1
中国专利系统账户服务,账户,0.1
中国专利系统账户服务,中国,0.1
中国专利系统账户服务,服务,0.1
中国专利系统账户服务,中国专利系统账户服务,1.0
中国专利系统账户服务,专利,0.1
中国专利行政诉讼,中国专利,0.1
中国专利行政诉讼,行政诉讼,0.1
中国专利行政诉讼,行政,0.1
中国专利行政诉讼,中国,0.1
中国专利行政诉讼,诉讼,0.1
中国专利行政诉讼,专利,0.1
中国专利行政诉讼,利行,0.1
中国专利行政诉讼,中国专利行政诉讼,1.0
中国专利规避设计,设计,0.1
中国专利规避设计,中国专利,0.1
中国专利规避设计,中国专利规避设计,1.0
中国专利规避设计,中国,0.1
中国专利规避设计,规避,0.1
中国专利规避设计,专利,0.1
中国专利许可备案,中国专利,0.1
中国专利许可备案,许可,0.1
中国专利许可备案,中国专利许可备案,1.0
中国专利许可备案,中国,0.1
中国专利许可备案,备案,0.1
中国专利许可备案,专利,0.1
中国专利退费申请,中国专利,0.1
中国专利退费申请,中国专利退费申请,1.0
中国专利退费申请,申请,0.1
中国专利退费申请,退费,0.1
中国专利退费申请,中国,0.1
中国专利退费申请,专利,0.1
中国专利集成电路布图设计,设计,0.1
中国专利集成电路布图设计,成电,0.1
中国专利集成电路布图设计,中国专利,0.1
中国专利集成电路布图设计,电路,0.1
中国专利集成电路布图设计,中国,0.1
中国专利集成电路布图设计,集成,0.1
中国专利集成电路布图设计,中国专利集成电路布图设计,1.0
中国专利集成电路布图设计,专利,0.1
中国专利集成电路布图设计,集成电路,0.1
中国专利预先审查,中国专利,0.1
中国专利预先审查,审查,0.1
中国专利预先审查,中国,0.1
中国专利预先审查,预先审查,0.1
中国专利预先审查,预先,0.1
中国专利预先审查,专利,0.1
中国专利预先审查,中国专利预先审查,1.0
中国专利驳回复审,中国专利,0.1
中国专利驳回复审,驳回,0.1
中国专利驳回复审,中国,0.1
中国专利驳回复审,复审,0.1
中国专利驳回复审,回复,0.1
中国专利驳回复审,专利,0.1
中国专利驳回复审,中国专利驳回复审,1.0
中国企业资质广东守信用重合同,企业资质,0.1
中国企业资质广东守信用重合同,广东,0.1
中国企业资质广东守信用重合同,国企,0.1
中国企业资质广东守信用重合同,合同,0.1
中国企业资质广东守信用重合同,守信用,0.1
中国企业资质广东守信用重合同,重合,0.1
中国企业资质广东守信用重合同,守信,0.1
中国企业资质广东守信用重合同,中国,0.1
中国企业资质广东守信用重合同,资质,0.1
中国企业资质广东守信用重合同,中国企业资质广东守信用重合同,1.0
中国企业资质广东守信用重合同,信用,0.1
中国企业资质广东守信用重合同,重合同,0.1
中国企业资质广东守信用重合同,企业,0.1
中国公司买卖,买卖,0.1
中国公司买卖,中国公司买卖,1.0
中国公司买卖,中国,0.1
中国公司买卖,公司,0.1
中国公司代收代付,中国,0.1
中国公司代收代付,代付,0.1
中国公司代收代付,公司,0.1
中国公司代收代付,代收,0.1
